country,year,GDP per capita (current US$),"Life expectancy at birth, total (years)",iso3,country_name,region,income_group
bra,2002,2855.9401888577,70.41,bra,Brazil,Latin America & Caribbean ,Upper middle income
bra,2003,3090.6070097455,70.72,bra,Brazil,Latin America & Caribbean ,Upper middle income
bra,2004,3663.823188064,71.131,bra,Brazil,Latin America & Caribbean ,Upper middle income
bra,2005,4827.7817305247,71.753,bra,Brazil,Latin America & Caribbean ,Upper middle income
bra,2006,5934.1447107274,72.037,bra,Brazil,Latin America & Caribbean ,Upper middle income
bra,2007,7409.6913072795,72.365,bra,Brazil,Latin America & Caribbean ,Upper middle income
bra,2008,8908.3317656729,72.715,bra,Brazil,Latin America & Caribbean ,Upper middle income
bra,2009,8678.6592249884,72.948,bra,Brazil,Latin America & Caribbean ,Upper middle income
bra,2010,11403.2821284616,73.182,bra,Brazil,Latin America & Caribbean ,Upper middle income
bra,2011,13396.6243566047,73.343,bra,Brazil,Latin America & Caribbean ,Upper middle income
bra,2012,12521.7213530369,73.552,bra,Brazil,Latin America & Caribbean ,Upper middle income
bra,2013,12458.891214816,73.918,bra,Brazil,Latin America & Caribbean ,Upper middle income
bra,2014,12274.9939689363,74.306,bra,Brazil,Latin America & Caribbean ,Upper middle income
bra,2015,8936.1966175683,74.332,bra,Brazil,Latin America & Caribbean ,Upper middle income
bra,2016,8836.28652637,74.442,bra,Brazil,Latin America & Caribbean ,Upper middle income
bra,2017,10080.5092817775,74.827,bra,Brazil,Latin America & Caribbean ,Upper middle income
bra,2018,9300.661649365,75.109,bra,Brazil,Latin America & Caribbean ,Upper middle income
bra,2019,9029.8332674218,75.338,bra,Brazil,Latin America & Caribbean ,Upper middle income
bra,2020,7074.1937828187,74.009,bra,Brazil,Latin America & Caribbean ,Upper middle income
bra,2021,7972.5366504839,72.75,bra,Brazil,Latin America & Caribbean ,Upper middle income
bra,2022,9281.3333444123,73.425,bra,Brazil,Latin America & Caribbean ,Upper middle income
bra,2023,10294.866680778,,bra,Brazil,Latin America & Caribbean ,Upper middle income
brb,1990,7781.4057330613,72.752,brb,Barbados,Latin America & Caribbean ,High income
brb,1991,7790.2622943916,72.843,brb,Barbados,Latin America & Caribbean ,High income
brb,1992,7519.201435449,72.915,brb,Barbados,Latin America & Caribbean ,High income
brb,1993,7904.7076242639,73.19,brb,Barbados,Latin America & Caribbean ,High income
brb,1994,8223.1668118172,73.211,brb,Barbados,Latin America & Caribbean ,High income
brb,1995,8460.473808691,73.298,brb,Barbados,Latin America & Caribbean ,High income
brb,1996,9011.7788483872,73.546,brb,Barbados,Latin America & Caribbean ,High income
brb,1997,9521.5712737712,73.547,brb,Barbados,Latin America & Caribbean ,High income
brb,1998,10734.3637242884,73.728,brb,Barbados,Latin America & Caribbean ,High income
brb,1999,11244.3087668392,74.039,brb,Barbados,Latin America & Caribbean ,High income
brb,2000,11674.6736471764,74.089,brb,Barbados,Latin America & Caribbean ,High income
brb,2001,11639.5160522054,74.247,brb,Barbados,Latin America & Caribbean ,High income
brb,2002,11760.4524736133,74.366,brb,Barbados,Latin America & Caribbean ,High income
brb,2003,12075.9587020649,74.472,brb,Barbados,Latin America & Caribbean ,High income
brb,2004,12886.3665272467,74.727,brb,Barbados,Latin America & Caribbean ,High income
brb,2005,14214.4202213572,74.89,brb,Barbados,Latin America & Caribbean ,High income
brb,2006,15619.6005955511,75.068,brb,Barbados,Latin America & Caribbean ,High income
brb,2007,17235.4396434785,75.342,brb,Barbados,Latin America & Caribbean ,High income
brb,2008,17565.6929970592,75.447,brb,Barbados,Latin America & Caribbean ,High income
brb,2009,16294.9099491834,75.678,brb,Barbados,Latin America & Caribbean ,High income
brb,2010,18860.3833703309,75.712,brb,Barbados,Latin America & Caribbean ,High income
brb,2011,19345.9953139542,75.917,brb,Barbados,Latin America & Caribbean ,High income
brb,2012,19034.0708028512,76.099,brb,Barbados,Latin America & Caribbean ,High income
brb,2013,19308.0091116993,76.275,brb,Barbados,Latin America & Caribbean ,High income
brb,2014,19277.9423599235,76.476,brb,Barbados,Latin America & Caribbean ,High income
brb,2015,18954.2913724506,76.65,brb,Barbados,Latin America & Caribbean ,High income
brb,2016,19065.8069800213,76.815,brb,Barbados,Latin America & Caribbean ,High income
brb,2017,19692.7606711615,76.936,brb,Barbados,Latin America & Caribbean ,High income
brb,2018,20055.915870771,77.067,brb,Barbados,Latin America & Caribbean ,High income
brb,2019,20583.7265786414,77.257,brb,Barbados,Latin America & Caribbean ,High income
brb,2020,18347.1109131055,77.393,brb,Barbados,Latin America & Caribbean ,High income
brb,2021,18696.7858952957,77.571,brb,Barbados,Latin America & Caribbean ,High income
brb,2022,22164.0260273876,77.706,brb,Barbados,Latin America & Caribbean ,High income
brb,2023,23804.0249914995,,brb,Barbados,Latin America & Caribbean ,High income
brn,1990,23658.7166330381,71.656,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,1991,23932.1897530199,71.871,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,1992,23450.8964414887,72.081,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,1993,22397.073791312,72.312,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,1994,22766.5871897245,72.553,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,1995,26443.2564321071,72.816,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,1996,25692.235637475,73.1,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,1997,25522.3975481543,73.364,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,1998,17769.2463626025,73.619,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,1999,19752.2013169229,73.863,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2000,20130.2571493081,74.08,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2001,18287.8271687345,74.276,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2002,18621.2922677806,74.426,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2003,20677.9001224663,74.561,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2004,24423.0947731021,74.65,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2005,29386.2703597208,74.731,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2006,34674.7995990594,74.783,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2007,36217.3291010089,74.818,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2008,42156.5685216979,74.84,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2009,30946.4674272953,74.846,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2010,34937.5555174068,74.849,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2011,46382.8274456238,74.858,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2012,46968.5971144517,74.827,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2013,44003.0644293856,74.799,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2014,41026.508391054,74.779,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2015,30625.128732694,74.75,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2016,26663.2973199878,74.733,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2017,28024.3824618568,74.722,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2018,30988.1190497851,74.712,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2019,30426.5730284202,74.748,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2020,26834.3592463839,74.795,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2021,31006.9636220576,74.642,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2022,36632.9280421411,74.551,brn,Brunei Darussalam,East Asia & Pacific,High income
brn,2023,32962.9065121916,,brn,Brunei Darussalam,East Asia & Pacific,High income
btn,1990,488.3274314771,55.968,btn,Bhutan,South Asia,Lower middle income
btn,1991,400.6347051871,56.642,btn,Bhutan,South Asia,Lower middle income
btn,1992,415.7915225685,57.423,btn,Bhutan,South Asia,Lower middle income
btn,1993,407.3998424966,58.117,btn,Bhutan,South Asia,Lower middle income
btn,1994,467.0083121253,58.635,btn,Bhutan,South Asia,Lower middle income
btn,1995,530.1036769274,59.516,btn,Bhutan,South Asia,Lower middle income
btn,1996,552.8738914037,60.212,btn,Bhutan,South Asia,Lower middle income
btn,1997,630.4474101483,60.852,btn,Bhutan,South Asia,Lower middle income
btn,1998,638.2789623106,61.549,btn,Bhutan,South Asia,Lower middle income
btn,1999,685.4198306286,62.23,btn,Bhutan,South Asia,Lower middle income
btn,2000,771.9249114106,62.01,btn,Bhutan,South Asia,Lower middle income
btn,2001,812.2382107721,63.444,btn,Bhutan,South Asia,Lower middle income
btn,2002,895.799489931,64.078,btn,Bhutan,South Asia,Lower middle income
btn,2003,1022.3824031102,64.696,btn,Bhutan,South Asia,Lower middle income
btn,2004,1130.359346068,65.268,btn,Bhutan,South Asia,Lower middle income
btn,2005,1299.9493857836,65.805,btn,Bhutan,South Asia,Lower middle income
btn,2006,1405.6071618158,66.362,btn,Bhutan,South Asia,Lower middle income
btn,2007,1850.415704334,66.954,btn,Bhutan,South Asia,Lower middle income
btn,2008,1919.5977489639,67.499,btn,Bhutan,South Asia,Lower middle income
btn,2009,1918.3959921109,67.897,btn,Bhutan,South Asia,Lower middle income
btn,2010,2435.5798066119,68.43,btn,Bhutan,South Asia,Lower middle income
btn,2011,2787.9796768943,68.881,btn,Bhutan,South Asia,Lower middle income
btn,2012,2751.2128865326,69.326,btn,Bhutan,South Asia,Lower middle income
btn,2013,2679.9521721698,69.707,btn,Bhutan,South Asia,Lower middle income
btn,2014,2849.4999865993,70.049,btn,Bhutan,South Asia,Lower middle income
btn,2015,2954.0408197333,70.343,btn,Bhutan,South Asia,Lower middle income
btn,2016,3152.3090508159,70.602,btn,Bhutan,South Asia,Lower middle income
btn,2017,3435.2880481456,70.847,btn,Bhutan,South Asia,Lower middle income
btn,2018,3400.2041715942,71.129,btn,Bhutan,South Asia,Lower middle income
btn,2019,3576.8798707788,71.391,btn,Bhutan,South Asia,Lower middle income
btn,2020,3191.6690703178,71.609,btn,Bhutan,South Asia,Lower middle income
btn,2021,3570.6125791586,71.815,btn,Bhutan,South Asia,Lower middle income
btn,2022,3711.3276790216,72.229,btn,Bhutan,South Asia,Lower middle income
bwa,1990,2903.1538156261,60.533,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,1991,2938.5944265961,59.473,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,1992,3004.6126336231,58.348,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,1993,2929.4311902245,57.719,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,1994,2917.2551419781,56.154,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,1995,3156.1819451408,55.059,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,1996,3156.2686568116,54.357,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,1997,3194.1810614586,53.448,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,1998,2981.1963970211,52.523,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,1999,3339.9959603343,51.694,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2000,3450.8118062299,51.011,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2001,3206.0712368985,50.676,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2002,3117.2508718301,50.632,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2003,4230.1232690993,50.947,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2004,4956.6928773521,51.617,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2005,5391.0707661963,52.61,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2006,5291.5837914485,53.918,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2007,5529.1257463253,55.732,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2008,5503.0739531431,57.121,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2009,5082.933883324,58.279,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2010,6215.7321607792,60.013,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2011,7287.3829533492,60.53,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2012,6595.5384501542,60.8,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2013,6666.9121958349,61.996,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2014,7122.364234215,62.608,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2015,6141.2039472662,63.818,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2016,6749.0599433901,65.464,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2017,7104.9640108803,66.753,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2018,7407.9594014179,65.422,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2019,7172.0895648003,65.464,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2020,6323.3141915621,65.647,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2021,7808.2062395629,61.141,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2022,8329.0403222914,65.913,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
bwa,2023,7820.2324037508,,bwa,Botswana,Sub-Saharan Africa ,Upper middle income
caf,1990,501.6562006364,49.635,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,1991,464.8282836264,49.252,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,1992,461.5873034909,48.793,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,1993,404.9545469415,48.353,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,1994,261.2603974095,47.853,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,1995,333.1458632339,47.35,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,1996,293.3065753287,46.831,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,1997,265.5212823896,46.319,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,1998,266.5705446004,46.025,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,1999,267.9959540111,45.75,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2000,239.1541337261,45.406,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2001,237.9517025447,45.393,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2002,248.6392909784,45.409,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2003,278.4039921509,45.76,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2004,303.4613211528,46.038,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2005,311.9500231387,46.433,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2006,333.942519903,46.851,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2007,380.8870488395,47.426,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2008,437.2482747249,48.016,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2009,456.4716738984,48.648,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2010,476.8737869507,49.255,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2011,534.0572814716,49.948,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2012,544.3958491428,50.686,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2013,364.3669626084,50.902,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2014,409.8504859647,50.566,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2015,366.3228539381,52.793,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2016,387.1762034443,53.46,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2017,432.3240256843,53.721,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2018,455.2439628595,54.369,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2019,449.2284676024,55.025,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2020,462.879071294,54.604,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2021,492.2631428305,53.895,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2022,467.3598250262,54.477,caf,Central African Republic,Sub-Saharan Africa ,Low income
caf,2023,495.9788971531,,caf,Central African Republic,Sub-Saharan Africa ,Low income
can,1990,21525.8611387148,77.4365853659,can,Canada,North America,High income
can,1991,21846.7930471354,77.5934146341,can,Canada,North America,High income
can,1992,20950.3305287651,77.8380487805,can,Canada,North America,High income
can,1993,20186.7988782965,77.7048780488,can,Canada,North America,High income
can,1994,19997.6237373354,77.8717073171,can,Canada,North America,High income
can,1995,20679.634792669,77.9773170732,can,Canada,North America,High income
can,1996,21296.9723536904,78.2202439024,can,Canada,North America,High income
can,1997,21901.5628548392,78.4124390244,can,Canada,North America,High income
can,1998,21024.5850687045,78.6236585366,can,Canada,North America,High income
can,1999,22315.2466731545,78.8390243902,can,Canada,North America,High income
can,2000,24271.0020563821,79.1668292683,can,Canada,North America,High income
can,2001,23822.096210932,79.3980487805,can,Canada,North America,High income
can,2002,24256.0192337185,79.5307317073,can,Canada,North America,High income
can,2003,28301.8645937428,79.7151219512,can,Canada,North America,High income
can,2004,32145.5412620217,79.992195122,can,Canada,North America,High income
can,2005,36383.6600068095,80.1126829268,can,Canada,North America,High income
can,2006,40504.0370977806,80.5436585366,can,Canada,North America,High income
can,2007,44660.0838892281,80.5436585366,can,Canada,North America,High income
can,2008,46710.2526864484,80.7246341463,can,Canada,North America,High income
can,2009,40874.8831932903,81.066097561,can,Canada,North America,High income
can,2010,47560.6666009406,81.322195122,can,Canada,North America,High income
can,2011,52223.8588398531,81.4826829268,can,Canada,North America,High income
can,2012,52670.3447335415,81.6636585366,can,Canada,North America,High income
can,2013,52638.1187235237,81.7448780488,can,Canada,North America,High income
can,2014,50960.8431174661,81.7843902439,can,Canada,North America,High income
can,2015,43594.1941045394,81.8156097561,can,Canada,North America,High income
can,2016,42314.0615817218,81.9248780488,can,Canada,North America,High income
can,2017,45129.628116623,81.8329268293,can,Canada,North America,High income
can,2018,46539.1761570405,81.843902439,can,Canada,North America,High income
can,2019,46352.8693445211,82.223902439,can,Canada,North America,High income
can,2020,43537.839298904,81.6604878049,can,Canada,North America,High income
can,2021,52496.8441693242,81.5870731707,can,Canada,North America,High income
can,2022,55509.393176404,81.2956097561,can,Canada,North America,High income
can,2023,53431.1857063879,,can,Canada,North America,High income
che,1990,39574.5398083788,77.2424390244,che,Switzerland,Europe & Central Asia,High income
che,1991,39544.4946826768,77.5146341463,che,Switzerland,Europe & Central Asia,High income
che,1992,40713.6881521435,77.806097561,che,Switzerland,Europe & Central Asia,High income
che,1993,39237.1186558781,78.0853658537,che,Switzerland,Europe & Central Asia,High income
che,1994,43091.7770970073,78.35,che,Switzerland,Europe & Central Asia,High income
che,1995,50113.8321221345,78.4170731707,che,Switzerland,Europe & Central Asia,High income
che,1996,48092.6433036512,78.896097561,che,Switzerland,Europe & Central Asia,High income
che,1997,41584.441782159,79.0795121951,che,Switzerland,Europe & Central Asia,High income
che,1998,42680.5867322391,79.3243902439,che,Switzerland,Europe & Central Asia,High income
che,1999,41695.6912912021,79.5804878049,che,Switzerland,Europe & Central Asia,High income
che,2000,38865.021939688,79.6804878049,che,Switzerland,Europe & Central Asia,High income
che,2001,39638.7911061864,80.1804878049,che,Switzerland,Europe & Central Asia,High income
che,2002,42458.7384679187,80.3853658537,che,Switzerland,Europe & Central Asia,High income
che,2003,49335.7456291067,80.5365853659,che,Switzerland,Europe & Central Asia,High income
che,2004,54659.4571488233,81.087804878,che,Switzerland,Europe & Central Asia,High income
che,2005,56242.8933645639,81.2365853659,che,Switzerland,Europe & Central Asia,High income
che,2006,59011.0324592016,81.4902439024,che,Switzerland,Europe & Central Asia,High income
che,2007,64989.1553256031,81.7414634146,che,Switzerland,Europe & Central Asia,High income
che,2008,74175.1927898555,81.9926829268,che,Switzerland,Europe & Central Asia,High income
che,2009,71568.3123885672,82.043902439,che,Switzerland,Europe & Central Asia,High income
che,2010,76531.3729407691,82.2463414634,che,Switzerland,Europe & Central Asia,High income
che,2011,90476.7589651577,82.6951219512,che,Switzerland,Europe & Central Asia,High income
che,2012,85836.2076767359,82.6975609756,che,Switzerland,Europe & Central Asia,High income
che,2013,87304.3305813557,82.7975609756,che,Switzerland,Europe & Central Asia,High income
che,2014,88724.9909402638,83.1975609756,che,Switzerland,Europe & Central Asia,High income
che,2015,83806.4476003837,82.8975609756,che,Switzerland,Europe & Central Asia,High income
che,2016,82153.0745447889,83.6024390244,che,Switzerland,Europe & Central Asia,High income
che,2017,82254.3769269767,83.5512195122,che,Switzerland,Europe & Central Asia,High income
che,2018,85217.3691512274,83.7536585366,che,Switzerland,Europe & Central Asia,High income
che,2019,84121.9310304414,83.9048780488,che,Switzerland,Europe & Central Asia,High income
che,2020,85897.7843338323,83.0,che,Switzerland,Europe & Central Asia,High income
che,2021,93446.4344518943,83.7512195122,che,Switzerland,Europe & Central Asia,High income
che,2022,93245.7952120851,83.4536585366,che,Switzerland,Europe & Central Asia,High income
che,2023,99564.710026145,,che,Switzerland,Europe & Central Asia,High income
chi,1990,,77.185,chi,Channel Islands,Europe & Central Asia,High income
chi,1991,,76.617,chi,Channel Islands,Europe & Central Asia,High income
chi,1992,,78.125,chi,Channel Islands,Europe & Central Asia,High income
chi,1993,,76.547,chi,Channel Islands,Europe & Central Asia,High income
chi,1994,,78.005,chi,Channel Islands,Europe & Central Asia,High income
chi,1995,,77.749,chi,Channel Islands,Europe & Central Asia,High income
chi,1996,,77.962,chi,Channel Islands,Europe & Central Asia,High income
chi,1997,,78.211,chi,Channel Islands,Europe & Central Asia,High income
chi,1998,40472.6653548172,78.898,chi,Channel Islands,Europe & Central Asia,High income
chi,1999,42443.7199726991,78.935,chi,Channel Islands,Europe & Central Asia,High income
chi,2000,43479.1940767689,79.155,chi,Channel Islands,Europe & Central Asia,High income
chi,2001,41873.7406146127,79.277,chi,Channel Islands,Europe & Central Asia,High income
chi,2002,44459.7318188977,78.906,chi,Channel Islands,Europe & Central Asia,High income
chi,2003,48570.7796632166,79.618,chi,Channel Islands,Europe & Central Asia,High income
chi,2004,56259.5344226334,80.125,chi,Channel Islands,Europe & Central Asia,High income
chi,2005,57647.1188908006,80.344,chi,Channel Islands,Europe & Central Asia,High income
chi,2006,62745.1006593557,80.694,chi,Channel Islands,Europe & Central Asia,High income
chi,2007,74139.97799443,81.166,chi,Channel Islands,Europe & Central Asia,High income
chi,2008,,81.317,chi,Channel Islands,Europe & Central Asia,High income
chi,2009,57778.5402897274,80.995,chi,Channel Islands,Europe & Central Asia,High income
chi,2010,56121.6386619052,81.12,chi,Channel Islands,Europe & Central Asia,High income
chi,2011,60419.2325098421,81.726,chi,Channel Islands,Europe & Central Asia,High income
chi,2012,58813.9366544241,81.339,chi,Channel Islands,Europe & Central Asia,High income
chi,2013,59304.8512474695,81.516,chi,Channel Islands,Europe & Central Asia,High income
chi,2014,64700.7425701916,81.884,chi,Channel Islands,Europe & Central Asia,High income
chi,2015,61852.0736534587,81.433,chi,Channel Islands,Europe & Central Asia,High income
chi,2016,55950.1485360363,81.366,chi,Channel Islands,Europe & Central Asia,High income
chi,2017,55806.5709126142,81.331,chi,Channel Islands,Europe & Central Asia,High income
chi,2018,60783.3533081111,81.375,chi,Channel Islands,Europe & Central Asia,High income
chi,2019,60568.1085272721,81.39,chi,Channel Islands,Europe & Central Asia,High income
chi,2020,56785.9402392525,81.264,chi,Channel Islands,Europe & Central Asia,High income
chi,2021,66912.1750054447,81.232,chi,Channel Islands,Europe & Central Asia,High income
chi,2022,67627.3082341446,81.583,chi,Channel Islands,Europe & Central Asia,High income
chi,2023,74589.1380225191,,chi,Channel Islands,Europe & Central Asia,High income
chl,1990,2466.1301423764,72.574,chl,Chile,Latin America & Caribbean ,High income
chl,1991,2770.0796456715,73.574,chl,Chile,Latin America & Caribbean ,High income
chl,1992,3309.3992385802,74.135,chl,Chile,Latin America & Caribbean ,High income
chl,1993,3494.9946093213,74.195,chl,Chile,Latin America & Caribbean ,High income
chl,1994,3981.3901891353,74.614,chl,Chile,Latin America & Caribbean ,High income
chl,1995,5055.614062233,74.609,chl,Chile,Latin America & Caribbean ,High income
chl,1996,5333.5043872477,74.899,chl,Chile,Latin America & Caribbean ,High income
chl,1997,5741.9584299119,75.596,chl,Chile,Latin America & Caribbean ,High income
chl,1998,5419.8241729576,75.669,chl,Chile,Latin America & Caribbean ,High income
chl,1999,4933.5558151675,76.018,chl,Chile,Latin America & Caribbean ,High income
chl,2000,5052.9924576872,76.87,chl,Chile,Latin America & Caribbean ,High income
chl,2001,4563.5952986689,76.773,chl,Chile,Latin America & Caribbean ,High income
chl,2002,4430.8474115707,77.445,chl,Chile,Latin America & Caribbean ,High income
chl,2003,4773.4017752075,77.387,chl,Chile,Latin America & Caribbean ,High income
chl,2004,6120.591520523,77.616,chl,Chile,Latin America & Caribbean ,High income
chl,2005,7480.3233099645,78.016,chl,Chile,Latin America & Caribbean ,High income
chl,2006,9318.6565529955,78.261,chl,Chile,Latin America & Caribbean ,High income
chl,2007,10346.4138184533,77.826,chl,Chile,Latin America & Caribbean ,High income
chl,2008,10683.2188772853,78.484,chl,Chile,Latin America & Caribbean ,High income
chl,2009,10098.8017166866,78.741,chl,Chile,Latin America & Caribbean ,High income
chl,2010,12632.8704725219,78.501,chl,Chile,Latin America & Caribbean ,High income
chl,2011,14487.3927827263,79.11,chl,Chile,Latin America & Caribbean ,High income
chl,2012,15241.9069977366,79.023,chl,Chile,Latin America & Caribbean ,High income
chl,2013,15683.54863663,79.339,chl,Chile,Latin America & Caribbean ,High income
chl,2014,14529.6767210362,79.473,chl,Chile,Latin America & Caribbean ,High income
chl,2015,13433.9202985339,79.746,chl,Chile,Latin America & Caribbean ,High income
chl,2016,13649.8520455553,80.079,chl,Chile,Latin America & Caribbean ,High income
chl,2017,14879.9086230423,80.35,chl,Chile,Latin America & Caribbean ,High income
chl,2018,15659.4808675628,80.133,chl,Chile,Latin America & Caribbean ,High income
chl,2019,14495.716721687,80.326,chl,Chile,Latin America & Caribbean ,High income
chl,2020,13114.815470545,79.377,chl,Chile,Latin America & Caribbean ,High income
chl,2021,16216.5706467899,78.944,chl,Chile,Latin America & Caribbean ,High income
chl,2022,15451.1319576678,79.519,chl,Chile,Latin America & Caribbean ,High income
chl,2023,17067.8136150601,,chl,Chile,Latin America & Caribbean ,High income
chn,1990,317.8846730409,68.005,chn,China,East Asia & Pacific,Upper middle income
chn,1991,333.1421454002,68.169,chn,China,East Asia & Pacific,Upper middle income
chn,1992,366.4606923061,68.734,chn,China,East Asia & Pacific,Upper middle income
chn,1993,377.3898394789,69.216,chn,China,East Asia & Pacific,Upper middle income
chn,1994,473.4899164071,69.52,chn,China,East Asia & Pacific,Upper middle income
chn,1995,609.6043379275,70.008,chn,China,East Asia & Pacific,Upper middle income
chn,1996,709.4158882334,70.266,chn,China,East Asia & Pacific,Upper middle income
chn,1997,781.7425612134,70.672,chn,China,East Asia & Pacific,Upper middle income
chn,1998,828.5946910431,71.172,chn,China,East Asia & Pacific,Upper middle income
chn,1999,873.292336318,71.419,chn,China,East Asia & Pacific,Upper middle income
chn,2000,959.3604313691,71.881,chn,China,East Asia & Pacific,Upper middle income
chn,2001,1053.1123144279,72.606,chn,China,East Asia & Pacific,Upper middle income
chn,2002,1148.5142571071,72.985,chn,China,East Asia & Pacific,Upper middle income
chn,2003,1288.6374913434,73.371,chn,China,East Asia & Pacific,Upper middle income
