country,year,gdp per capita (current us$),"inflation, consumer prices (annual %)",poverty headcount ratio at $6.85 a day (2017 ppp) (% of population),"literacy rate, adult total (% of people ages 15 and above)","school enrollment, secondary (% gross)",individuals using the internet (% of population),mobile cellular subscriptions (per 100 people),electric power consumption (kwh per capita),rural population (% of total population),population growth (annual %),renewable energy consumption (% of total final energy consumption),total greenhouse gas emissions excluding lulucf per capita (t co2e/capita)
15900,2021,12617.5051041181,0.981015135544882,17.0,97.0,93.3106079101562,73.1,121.5382526,5847.80226004701,37.488,0.0892522000412526,15.2,10.7448661106234
16160,2022,12662.5826712038,1.97357555739051,17.0,97.0,93.3106079101562,75.6,124.8775379,6112.13553560996,36.44,-0.0130995013525784,15.2,10.7349599022784
16420,2023,12614.0617416421,0.234836828893051,17.0,97.0,93.3106079101562,77.5,124.8775379,6112.13553560996,35.43,-0.103794531589067,15.2,11.302100786129
16680,2024,12614.0617416421,0.218128938439177,17.0,97.0,93.3106079101562,77.5,124.8775379,6112.13553560996,35.43,-0.103794531589067,15.2,11.302100786129
14341,2015,1814.71855088017,1.25149954781477,87.9,44.0,41.6637382507324,38.4,107.6742335,242.371746370227,50.556,2.88906178023194,64.5,1.03393988721218
14601,2016,1862.59597081287,0.723178457513217,87.9,50.039680480957,43.8949584960938,41.2,113.3711016,239.674590472541,50.119,2.90076810314127,64.0,1.0465072209233
14861,2017,1964.29930338343,0.685881065304603,87.9,50.039680480957,46.8549613952637,43.8,127.7656655,272.618059554926,49.674,2.82237176165589,62.5,1.05104212068721
15121,2018,2130.86619381144,0.359409031380677,75.6,50.039680480957,49.0457992553711,37.5,132.6110689,259.756592707161,49.221,2.69696827034562,60.5,1.00287745784299
15381,2019,2141.76836170115,-1.10686343994188,75.6,90.0,52.2111511230469,36.3,142.9449473,278.827988881925,48.761,2.61916841176218,61.1,1.04362042377243
15641,2020,2179.72934832935,2.42500656821815,75.6,90.0,54.652530670166,36.0,149.543339,290.017976203655,48.294,2.53019803537112,61.8,1.02023662160667
15901,2021,2455.98127641148,4.09195189692863,76.4,50.0006408691406,57.2815093994141,36.0,162.1701041,308.099910201629,47.82,2.47398737434864,58.2,1.06372742321322
16161,2022,2308.70654660366,5.27616724262846,76.4,50.0006408691406,55.0669403076172,38.4,174.0251271,323.704535370651,47.339,2.51622934953513,58.2,1.0583549229574
16421,2023,2530.84659301723,4.38711707003279,76.4,50.0006408691406,66.0276794433594,40.7,174.0251271,323.704535370651,46.851,2.50384681190665,58.2,1.03267526489256
16681,2024,2530.84659301723,3.46637314660165,76.4,50.0006408691406,66.0276794433594,40.7,174.0251271,323.704535370651,46.851,2.50384681190665,58.2,1.03267526489256
14082,2014,1649.4433905949,1.85489850366777,74.8,71.0,58.1796493530273,16.2,76.4097583,250.409192827907,46.024,3.02592195035823,76.9,1.58494875745771
14342,2015,1415.00009710569,2.676235314199,74.8,71.0,59.5547103881836,18.3,78.91603165,278.517097655035,45.422,3.13934346036401,78.1,1.66921358984202
14602,2016,1441.7201725688,0.874190383288856,74.8,71.0,60.4655914306641,20.6,78.93806963,251.426601872478,44.821,2.98933225067819,78.8,1.62853405841292
14862,2017,1496.08951771242,0.64040914988195,74.8,71.0,50.6370092894312,23.2,82.54515063,263.504709618266,44.223,2.83499798189177,79.2,1.53115798135167
15122,2018,1610.69641591017,1.0688581131292,74.8,72.5471267700195,46.4729476206602,29.7,73.59740879,275.453297645207,43.626,2.77030987519388,78.7,1.50375409425872
15382,2019,1555.22660476477,2.45280214062732,74.8,72.5471267700195,44.4228539826159,36.5,83.00540281,261.623741305755,43.032,2.78164441246944,78.9,1.49001248525107
15642,2020,1555.60370660749,2.43760882182236,74.8,78.2300033569336,45.259028706221,41.2,84.36916915,259.742657901446,42.44,2.7244863481235,78.9,1.47937331208286
15902,2021,1672.32657340872,2.27185762503637,76.0,78.2300033569336,45.0281105041504,42.0,79.9676844,277.383977073951,41.852,2.65496076580698,79.2,1.44481533828622
16162,2022,1604.87726954895,6.24767713343861,76.0,78.2300033569336,45.143669128418,41.8,82.77764316,283.68490442019,41.267,2.62905090961273,79.2,1.42907130088401
16422,2023,1736.86091073524,7.38281384280984,76.0,78.2300033569336,44.3895797729492,41.9,82.77764316,283.68490442019,40.685,2.64245336134821,79.2,1.38785586292902
16682,2024,1736.86091073524,7.38281384280984,76.0,78.2300033569336,44.3895797729492,41.9,82.77764316,283.68490442019,40.685,2.64245336134821,79.2,1.38785586292902
13563,2012,400.059901824342,9.72182806273364,97.4,75.0,40.0562782287598,1.68,28.30039549,105.931888143898,58.918,3.33860489598034,95.5,0.526889649468925
13823,2013,431.191528160935,0.808223101487111,97.4,75.0,39.87744140625,2.2,38.4316525,111.493171307147,58.373,3.40170849300578,93.9,0.557017244958876
14083,2014,458.004541775676,1.24303889760803,97.4,75.0,42.7313385009766,3.0,48.79683182,117.393104739215,57.82,3.39069033335839,92.9,0.587096895814589
14343,2015,467.9145805459,0.74419899478147,97.4,75.0,43.8240394592285,3.8,47.99678106,111.691746673444,57.26,3.3022434270539,95.8,0.560921850441135
14603,2016,442.310472110228,2.88585107289988,97.4,77.0,43.8240394592285,10.1,35.47706053,106.817328967655,56.693,3.54100823238224,97.0,0.54705408752863
14863,2017,436.584534687385,2.88585107289988,97.4,77.0,43.8240394592285,8.62,41.97184654,110.239152587959,56.12,3.65684620577994,96.7,0.557690686346438
15123,2018,528.256019777898,2.88585107289988,97.4,73.5530319213867,43.8240394592285,11.7,41.87818082,120.691664070634,55.54,3.34726508426912,96.4,0.532630259599018
15383,2019,557.044161335917,2.88585107289988,97.4,73.5530319213867,43.8240394592285,16.5,41.29072644,125.780761131651,54.954,3.1695285579572,96.3,0.533212092055207
15643,2020,507.521230077872,2.88585107289988,97.7,73.5530319213867,43.8240394592285,21.6,43.93861689,130.534433389612,54.362,3.22098049233111,96.2,0.529156173125454
15903,2021,558.034077296358,2.88585107289988,97.7,73.5530319213867,56.8860206604004,28.4,48.89330021,133.667602188594,53.765,3.23790848096045,96.3,0.526836738896996
16163,2022,642.612265820033,2.88585107289988,97.7,80.5400009155273,56.8860206604004,29.5,50.3424172,130.667931495784,53.163,3.2234019442495,96.3,0.542883261934084
16423,2023,627.502181690836,2.88585107289988,97.7,80.5400009155273,56.831600189209,30.5,50.3424172,130.667931495784,52.556,3.25963514299902,96.3,0.530352988609074
16683,2024,627.502181690836,2.88585107289988,97.7,80.5400009155273,56.831600189209,30.5,50.3424172,130.667931495784,52.556,3.25963514299902,96.3,0.530352988609074
13564,2012,3732.32737320389,5.01018773134471,83.5,79.3111724853516,50.7823600769043,6.11,90.87418742,204.200023204548,35.831,2.79640825415116,65.1,4.2860276977924
13824,2013,3697.41705884249,4.63161619729461,83.5,79.3111724853516,50.7823600769043,6.6,96.51404931,198.060611900231,35.373,2.43092781986762,62.3,4.06256903554982
14084,2014,3601.2365808718,0.912139545450097,83.5,79.3111724853516,50.7823600769043,7.11,99.70146791,199.160751465067,34.915,2.41608932821437,62.1,4.05148436055532
14344,2015,2439.35189403696,3.16909796750829,83.5,79.3111724853516,50.7823600769043,7.62,102.9937292,297.395960946967,34.457,2.41638740919909,64.2,3.92219368363151
14604,2016,2093.10728558843,3.19056179723773,83.5,79.3111724853516,50.7823600769043,8.12,104.5726633,304.44979220823,33.999,2.42169941927317,67.7,3.77004581682156
14864,2017,2211.63309874797,0.450063823285546,83.5,79.3111724853516,50.7823600769043,8.65,95.17463114,306.484139165477,33.541,2.43024073423953,69.8,3.99089069336617
15124,2018,2694.43413191427,1.15277896375523,83.5,79.3111724853516,65.6208031967423,8.65,91.89382514,312.595862427181,33.084,2.43884022378671,70.6,4.55850120314755
15384,2019,2488.42466724916,2.20607305781525,83.5,79.3111724853516,65.6208031967423,8.65,91.8162281,358.041904255927,32.627,2.40634419722279,69.8,4.65582665573016
15644,2020,1993.586671931,1.79537147083108,83.5,79.3111724853516,65.6208031967423,24.8,98.52300193,369.559749346013,32.171,2.39477691216791,71.4,4.35091419104223
15904,2021,2516.16255145432,1.7156427545126,83.5,80.6100006103516,65.6208031967423,33.3,96.78757313,383.049881512506,31.717,2.39414288318435,71.4,3.92564182069702
16164,2022,2620.83804267402,3.04344334698478,83.5,80.6100006103516,65.6208031967423,37.5,96.78757313,458.981319957369,31.264,2.39665300284304,71.4,3.93149811502834
16424,2023,2477.97845544866,4.30174563591016,83.5,80.6100006103516,65.6208031967423,38.4,96.78757313,458.981319957369,30.812,2.41919038084212,71.4,3.83348550070072
16684,2024,2477.97845544866,4.30174563591016,83.5,80.6100006103516,65.6208031967423,38.4,96.78757313,458.981319957369,30.812,2.41919038084212,71.4,3.83348550070072
13045,2010,6398.2958447102,2.27200227892008,44.6,93.0,99.9543685913086,36.5,99.24479163,1132.35899630346,22.036,1.13596836363633,30.6,3.85715812954322
13305,2011,7400.9940695669,3.4150334477625,41.6,94.0,101.20581817627,40.4,101.9676509,1175.92695333195,21.665,1.07133727666266,29.6,3.89342693024293
13565,2012,8108.59838244229,3.16930188840055,39.8,94.0,97.2326889038086,49.0,107.1729328,1205.55667721954,21.299,1.00290782655336,29.6,3.8070286843873
13825,2013,8279.10255642981,2.01699224310383,37.6,94.0,98.1015014648438,51.7,108.7745797,1460.20990308805,20.939,0.948709328751527,32.0,3.98772228489492
14085,2014,8187.20824890084,2.89883787761738,35.4,94.0,97.3632888793945,52.6,118.5362158,1383.42975429261,20.585,0.892711563926366,32.1,3.94830894825429
14345,2015,6248.51490534512,4.9898311584953,34.6,94.0,97.6741180419922,55.9,121.6634145,1512.94636527106,20.236,0.864942376762699,31.1,3.95171252081651
14605,2016,5959.84250367574,7.51346024627675,34.3,95.0,98.4156265258789,58.1,123.2204667,1478.42913852649,19.892,0.990548549326914,30.5,3.99294971456345
14865,2017,6479.53231292429,4.31431325695011,33.7,95.0,99.2193298339844,62.3,128.6822441,1533.06352290717,19.554,1.45147726169193,32.2,3.85776109149269
15125,2018,6816.96818309544,3.24056932930569,33.9,95.0,100.373336791992,64.1,130.9211763,1466.90025072176,19.222,1.83913784861099,30.4,3.95091919922023
15385,2019,6472.54544924705,3.52301932741447,34.8,95.0,101.989349365234,65.0,132.0713308,1502.82565004378,18.896,1.78615507724394,31.5,3.97921294558376
15645,2020,5339.68711357943,2.52663500084706,42.2,96.0,101.499450683594,69.8,132.8719623,1470.27462790488,18.575,1.43632167326968,32.0,3.88116554697801
15905,2021,6222.62164397614,3.49505757399448,38.8,96.0,102.987998962402,73.0,145.6931676,1569.1710661367,18.26,1.09642825395961,29.7,4.06492921714553
16165,2022,6674.59601948063,10.1772313546166,34.8,96.0,101.573776245117,72.8,155.7854178,1548.65063830136,17.95,1.06829295530618,29.7,4.11895184702353
16425,2023,6947.35928681966,11.7359044948689,34.8,96.0,101.573776245117,77.3,155.7854178,1548.65063830136,17.646,1.12092864340999,29.7,4.28061293451643
16685,2024,6947.35928681966,6.60908593728228,34.8,96.0,101.573776245117,77.3,155.7854178,1548.65063830136,17.646,1.12092864340999,29.7,4.28061293451643
13308,2011,9276.39107511347,4.87799830970702,16.4,97.0,102.432029724121,39.2,88.74215105,1894.86256877418,27.132,1.17549258554055,38.0,3.0884632914034
13568,2012,10126.9991024177,4.49545314354605,15.6,97.0,105.198959350586,47.5,113.5432338,1952.85782345977,26.054,1.16676672488044,38.1,2.98085264499884
13828,2013,10803.2401962173,5.23133614174428,15.6,97.0,110.994750976562,46.0,148.4280298,1950.53292444023,25.03,1.11328546681261,37.8,3.02522376847032
14088,2014,10911.497878334,4.51920098516954,15.1,97.0,115.650009155273,53.0,144.9214415,1954.010378176,24.059,1.07499865275958,37.6,3.04745906280082
14348,2015,11714.7105980732,0.801982005099623,14.8,97.0,117.916282653809,59.8,153.9372109,1981.09686972166,23.138,1.06246520512643,38.3,2.98123427004934
14608,2016,12091.0301606154,-0.0174788505908217,14.2,97.0,119.994560241699,65.9,168.4594269,2068.21535574907,22.265,1.01105286688192,34.1,3.09459753219541
14868,2017,12317.0902771304,1.62590692991732,12.9,97.0,123.834991455078,71.6,177.0248638,2065.46599074285,21.44,0.944345948457895,33.3,3.14513399374783
15128,2018,12590.2493781614,2.22111461526581,13.9,97.0,128.475006103516,73.5,168.5386493,2066.0298542625,20.66,0.904494518403601,33.1,3.21994474181989
15388,2019,12884.6859951989,2.09604635327807,13.7,97.0,137.016326904297,81.2,143.7687874,2090.18686270553,19.924,0.838278384859255,33.4,3.171403523475
15648,2020,12394.0493969492,0.724911478131376,19.9,97.0,135.900039672852,80.5,146.6370492,2022.31880373119,19.229,0.6929953994471,36.4,2.85482448473677
15908,2021,12838.1185358931,1.72647755109241,14.5,98.0400009155273,141.202713012695,82.7,152.0081561,2111.26982909841,18.575,0.508564932290693,34.2,3.10008640336696
16168,2022,13625.9008491328,8.27477490232654,14.1,98.0400009155273,133.159164428711,82.6,152.0251489,2125.2458545407,17.958,0.429453043658398,34.2,3.13416696757918
16428,2023,16942.0268119375,0.525193508693455,12.7,98.0400009155273,133.159164428711,85.4,152.0251489,2067.75992674603,17.378,0.46646444898736,34.2,3.22554487540459
16688,2024,16942.0268119375,-0.41345934225229,12.7,98.0400009155273,133.159164428711,85.4,152.0251489,2067.75992674603,17.378,0.46646444898736,34.2,3.22554487540459
13313,2011,32485.796875,3.28944939564211,0.2,99.0,92.8256225585938,56.9,126.5596288,4159.64162014072,32.594,1.6424698555703,7.6,8.03772896999807
13573,2012,28991.935546875,2.38905410042317,0.1,99.0,95.2998504638672,60.7,128.2983023,3929.991239037,32.739,1.63540837414934,8.6,7.38967064442418
13833,2013,27797.45703125,-0.399357676464426,0.3,99.0,98.3116912841797,65.5,128.1609557,3466.52363596434,32.863,1.57480485967812,9.7,6.66579384151466
14093,2014,27244.3515625,-1.35498885446315,0.4,99.0,99.4167327880859,69.3,131.1454545,3475.61701146862,32.969,1.50114149056878,9.5,6.89215602250289
14353,2015,23487.228515625,-2.0969976905311,0.1,99.0,99.7783126831055,71.7,130.9823176,3541.60960785632,33.054,1.46213136863434,10.4,6.85993134902608
14613,2016,24715.154296875,-1.42916666666665,0.1,99.0,99.1193084716797,75.9,132.6368741,3737.73756943591,33.119,1.43370522557944,10.3,7.1118055600463
14873,2017,26696.990234375,0.531766496174467,0.1,99.0,100.332550048828,80.7,136.1722981,3807.7774012876,33.164,1.377808546931,10.9,7.17322756173885
15133,2018,29599.986328125,1.43549119531759,0.2,99.0,100.253517150879,84.4,137.0450965,3857.60389443292,33.19,1.30393306995205,12.0,7.26539008465166
15393,2019,29703.052734375,0.250370996758493,0.3,99.0,100.850433349609,86.1,139.994482,3853.35489802755,33.195,1.24612155650882,12.0,7.57785012641149
15653,2020,28649.015625,-0.638422797978959,0.2,99.0,101.427406311035,90.8,139.6351351,3540.03503175665,33.179,1.20329712567783,15.0,7.16492339778859
15913,2021,33734.29296875,2.44608867175474,0.1,99.3600006103516,102.499496459961,90.8,148.7380631,3716.66784330783,33.144,1.1499785451605,15.6,7.29851538249568
16173,2022,33938.9453125,8.39548297993334,0.1,99.3600006103516,104.005722045898,89.6,148.7380631,3848.66716239663,33.089,1.06174678712373,15.6,7.56844453457716
16433,2023,36551.41796875,3.54134188751663,0.1,99.3600006103516,104.005722045898,91.2,148.7380631,3848.66716239663,33.013,1.0167681770201,15.6,7.67649385565244
16693,2024,36551.41796875,1.80023018624815,0.1,99.3600006103516,104.005722045898,91.2,148.7380631,3848.66716239663,33.013,1.0167681770201,15.6,7.67649385565244
13059,2010,5484.64637931191,6.32993220146146,43.7,90.0,77.9718322753906,31.4,90.967736,1298.6530280774,26.247,1.28013209833069,16.9,3.4931047562798
13319,2011,5834.70590719826,5.79676809206533,41.6,90.0,77.4272232055664,38.0,88.56030809,1373.77042620064,25.173,1.26934108138221,16.8,3.48335212049605
13579,2012,6025.72582713231,3.69449707884777,41.2,90.0,77.9861068725586,42.3,89.06690359,1457.63663469147,24.198,1.24691664021516,16.5,3.52451354765957
13839,2013,6149.02748927076,4.830950967408,40.5,91.0,79.171501159668,45.9,90.58150835,1511.40400279267,23.251,1.21814094005704,16.6,3.45132199046227
14099,2014,6512.50771431953,2.99864226125219,34.8,92.0,80.1145401000977,49.6,80.75708159,1452.76131284797,22.33,1.18674032060011,17.3,3.46072445346472
14359,2015,6819.93225155181,0.836746346724557,30.4,92.0,79.9378890991211,54.2,84.54150519,1497.38917619062,21.434,1.14988204322301,14.9,3.65070668623319
14619,2016,7174.82349574,1.61416607245223,28.7,94.0,80.0944671630859,63.9,82.71721586,1542.72927934887,20.564,1.11122425240832,15.3,3.7433599047712
14879,2017,7499.69286187019,3.27955694678546,25.5,94.0,79.9406814575195,67.6,82.36053386,1552.84932945952,19.723,1.08787494846018,16.9,3.63508678247163
15139,2018,7934.98141208525,3.56443426013508,22.2,94.0,80.2159271240234,74.8,83.02096599,1586.15432515496,18.926,1.07428473724925,15.9,3.82177679890833
15399,2019,8164.22080932117,1.81060377042959,20.2,94.0,81.8562393188477,79.7,82.22940664,1693.58611857875,18.172,1.0333133463082,14.4,4.06557969341593
15659,2020,7162.29175242114,3.78103179915517,23.2,94.0,80.0444107055664,81.6,81.72601454,1541.29157090559,17.46,1.04334076460591,16.0,3.90696111116158
15919,2021,8472.47982000992,8.24300347981809,23.2,94.0,75.7044830322266,85.2,87.56486177,1714.48205578904,16.787,1.04082961778304,14.8,4.15409715452256
16179,2022,10109.5234003521,8.81109209279587,21.5,95.5,76.5283203125,81.5,90.39141331,1716.80675546229,16.152,0.959629735113671,14.8,4.13262392288874
16439,2023,10717.6276712204,4.78561281021135,21.5,95.5,72.2825393676758,84.6,90.39141331,1716.80675546229,15.554,0.891159203732232,14.8,4.27103240459031
16699,2024,10717.6276712204,3.30223338951227,21.5,95.5,72.2825393676758,84.6,90.39141331,1716.80675546229,15.554,0.891159203732232,14.8,4.27103240459031
15140,2018,4577.21029180491,4.26999020467084,36.3,81.4078369140625,103.116470336914,49.0,112.4675177,1568.47300560981,27.371,1.93780623340147,0.2,5.83232786421656
15400,2019,4468.45341883656,1.95176821052892,36.3,81.4078369140625,103.116470336914,55.8,106.3696091,1651.17795668766,26.811,1.84041291439333,0.2,5.87613044839412
15660,2020,3743.5419522929,2.41513094083414,36.3,81.4078369140625,103.116470336914,63.5,104.842178,1591.97709300405,26.267,1.71191216459393,0.1,5.4750352339084
15920,2021,4160.55926736925,7.22606307415477,36.3,81.4078369140625,103.116470336914,72.2,106.4235366,1681.48239613152,25.739,1.61936460233826,0.1,5.67335712646376
16180,2022,4961.55257664733,9.26551551551553,36.3,81.4078369140625,105.932548522949,74.8,109.1653573,1756.58721304339,25.228,1.58758210690673,0.1,5.7878454719553
16440,2023,5364.02795022731,9.32217375928322,36.3,81.4078369140625,102.7021484375,76.9,109.1653573,1756.58721304339,24.732,1.49897601193923,0.1,5.56257867158979
16700,2024,5364.02795022731,4.04611455313434,36.3,81.4078369140625,102.7021484375,76.9,109.1653573,1756.58721304339,24.732,1.49897601193923,0.1,5.56257867158979
13066,2010,4520.30959039763,3.55437734567843,38.8,92.0,91.5583877563477,29.0,98.60665932,1100.50644388575,37.31,1.67708805313164,11.8,4.48405303682272
13326,2011,5153.6916424375,4.4745326579584,34.7,92.0,95.6929702758789,31.4,100.6233672,1164.40921826357,37.149,1.6415369766541,13.2,4.4496535252936
13586,2012,5634.08393191094,5.10172180958666,31.4,92.0,98.554801940918,35.1,106.2830299,1254.41540222271,37.012,1.59213440589397,13.2,4.39405648298499
13846,2013,6109.29031510341,2.72177577710371,31.2,93.0,100.659210205078,40.3,105.7445117,1297.45264288364,36.875,1.49740896116979,11.8,4.53266399816589
14106,2014,6405.79979300441,3.58922016616663,27.6,94.0,102.590339660645,45.6,104.0590503,1367.6850893077,36.739,1.43205886583809,12.2,4.56645673585062
14366,2015,5976.1596805651,3.96664623255358,28.8,94.0,100.791786193848,48.9,79.92016129,1418.39916760035,36.602,1.43093059839379,13.1,4.41222840579176
14626,2016,5917.63771271481,1.72826463324533,28.2,94.0,99.5687026977539,54.1,84.44422411,1423.43545243697,36.466,1.45809147770557,14.8,4.29151187396846
14886,2017,6233.32244797718,0.417335588666825,27.1,93.0,97.3971099853516,55.8,87.74901563,1451.29463441045,36.33,1.52946083980042,17.0,4.12633560664838
15146,2018,6303.91892523596,-0.224103246005552,27.8,93.0,96.0210418701172,57.5,92.69594524,1484.555572063,36.179,1.71572391035149,16.3,4.11591580702995
15406,2019,6205.05759479761,0.266012515466155,29.7,93.0,94.7315368652344,59.2,91.40531396,1510.09044337374,36.014,1.68935479627168,17.7,4.04200779226277
15666,2020,5463.64509649315,-0.338872392562139,34.6,94.0,94.6894073486328,70.7,88.04208636,1467.10957699062,35.834,1.18125258230486,20.2,3.6786880705161
15926,2021,6075.8026572556,0.133251386096389,31.7,94.0,95.227783203125,69.1,94.33558884,1549.95454816396,35.639,0.774314023514489,18.9,3.88100543058107
16186,2022,6540.99824522101,3.46616972213077,29.9,94.0,94.7636413574219,69.7,97.16544081,1589.2708536186,35.43,0.796723652034201,18.9,3.96457632132861
16446,2023,6609.80408154957,2.21568764237058,29.6,94.0,93.4162673950195,72.7,97.16544081,1589.2708536186,35.208,0.872456027022398,18.9,4.09367409483037
16706,2024,6609.80408154957,1.54732515615369,29.6,94.0,93.4162673950195,77.2,97.16544081,1589.2708536186,35.208,0.872456027022398,18.9,4.09367409483037
13067,2010,2455.08194645282,11.2651882653185,70.6,72.0,65.257209777832,21.6,80.98458549,1611.5507866759,56.981,1.91795124102801,5.4,3.2749850240042
13327,2011,2590.64384891965,10.0649259874818,70.6,72.0,73.5110321044922,25.6,93.52589069,1558.76859948243,57.0,2.1044607622412,5.4,3.31593650840071
13587,2012,2996.0677072015,7.11172943343083,67.8,74.0,74.484260559082,26.4,106.0920672,1561.98407528919,57.054,2.24475795490011,5.3,3.40145980183274
13847,2013,3025.52563552448,9.46971981064921,67.8,72.0,75.8195037841797,29.4,106.775786,1504.47555437276,57.107,2.30526364315625,5.3,3.26067255670205
14107,2014,3133.39102265541,10.0702154687481,67.8,72.0,75.6678085327148,33.9,99.71097052,1576.11116011096,57.161,2.27643956620182,5.4,3.23829240994139
14367,2015,3306.98159414141,10.370490343517,64.5,72.0,75.6678085327148,37.8,96.20599379,1566.62815359069,57.215,2.09892554805563,5.3,3.23500199433033
14627,2016,3270.6287768197,13.813606214829,64.5,72.0,78.5734024047852,41.2,98.00309829,1478.6719241887,57.268,2.03468294927084,5.1,3.29521426861198
14887,2017,2395.10333299491,29.5066083940039,72.6,71.0,79.361198425293,45.0,101.1482612,1564.64001326492,57.295,1.99817843887244,4.9,3.35215638912866
15147,2018,2484.70315630508,14.4014657807422,72.6,71.0,79.9868392944336,46.9,90.40274284,1557.3593763197,57.296,1.89713831833082,5.0,3.23904918083853
15407,2019,2962.98892023003,9.15279959324804,68.8,71.0,81.1705169677734,57.3,90.26837878,1509.6999755228,57.27,1.75497438173801,6.2,2.94358441804191
15667,2020,3511.11381026379,5.04493288977539,68.8,71.0,83.1626281738281,71.9,88.73336258,1431.10115302984,57.217,1.62495386951696,6.7,2.80622743473264
15927,2021,3827.35415374308,5.21404940513043,68.8,71.0,85.5924224853516,72.1,94.68027811,1445.03716250171,57.138,1.4908053906311,6.1,2.99490772137619
16187,2022,4233.30783744856,13.8956609775178,68.8,74.5,85.5924224853516,72.2,93.20626903,1432.91162844388,57.033,1.48609697540294,6.1,2.9599456571204
16447,2023,3457.45691570455,33.8847763115546,68.8,74.5,85.5924224853516,72.7,93.20626903,1432.91162844388,56.9,1.68834126904494,6.1,2.93330192073093
16707,2024,3457.45691570455,33.8847763115546,68.8,74.5,85.5924224853516,72.7,93.20626903,1432.91162844388,56.9,1.68834126904494,6.1,2.93330192073093
13070,2010,30658.7422282912,1.79986457728769,2.7,98.0,122.622512817383,65.8,110.3421909,5706.56306279914,21.558,0.460408305051304,14.4,8.05644910179396
13330,2011,31824.6219134777,3.1961018883379,3.0,98.0,126.152786254883,67.1,112.5430587,5599.35598067865,21.327,0.355338396471428,14.7,8.01896604297352
13590,2012,28456.4438151477,2.44612782366809,3.4,98.0,127.786712646484,69.8,108.360446,5573.37980168283,21.098,0.0649259625617232,15.8,7.86347182154341
13850,2013,29218.9105170888,1.40858109183019,3.8,98.0,126.716270446777,71.6,107.6286827,5409.3898879763,20.867,-0.327669039579687,16.9,7.28369524310841
14110,2014,29694.8874886229,-0.151114837527235,3.3,98.0,125.335800170898,76.2,109.3441127,5355.96549136051,20.634,-0.298951059088036,17.3,7.26123699632034
14370,2015,25969.8383138327,-0.500365709903242,3.5,98.0,124.85466003418,78.7,109.9855567,5474.64570439183,20.398,-0.077588861590047,16.3,7.54088851048056
14630,2016,26740.6851818829,-0.202598000426452,3.5,98.0,123.269889831543,80.6,110.8625606,5501.19737814651,20.16,0.0844301500680736,16.7,7.34928457844325
14890,2017,28367.9392609439,1.95607633363963,2.5,98.0,120.555923461914,84.6,112.7141001,5603.21674158884,19.92,0.234587922968563,15.2,7.62499088923551
15150,2018,30592.1264795541,1.6749813686379,2.7,98.0,119.430198669434,86.1,115.7483421,5554.92470856614,19.679,0.437982993728698,16.9,7.44157935442799
15410,2019,29776.2011500384,0.699518994458739,2.8,98.0,118.524719238281,90.7,117.4481914,5416.99125850377,19.435,0.717715637103499,16.7,6.99596775947268
15670,2020,27230.3599933583,-0.322753017299739,3.1,99.0,117.367767333984,93.2,117.4899328,5088.5182523075,19.19,0.488502131838585,19.3,6.13076289138195
15930,2021,30817.6828559001,3.0931351197642,1.9,99.0,119.114921569824,93.9,119.623109,5239.5199793554,18.944,0.105799194264084,19.0,6.50828287300219
16190,2022,30287.3657583614,8.39057634118627,1.9,99.0,119.015510559082,94.5,124.0994495,5182.69523645187,18.696,0.72148100717686,19.0,6.38383318857566
16450,2023,33509.0127982139,3.53236133492433,1.9,99.0,119.015510559082,95.4,124.0994495,5110.85174105768,18.448,1.22528044685694,19.0,5.90271430554082
16710,2024,33509.0127982139,2.77417826534772,1.9,99.0,119.015510559082,95.4,124.0994495,5110.85174105768,18.448,1.22528044685694,19.0,5.90271430554082
13331,2011,17555.5455239426,4.9819013145361,4.7,100.0,112.287406921387,76.5,136.0581244,6314.41444766954,32.035,-0.303582823643979,25.2,19.0482575847176
13591,2012,17568.2137969714,3.93339987296985,4.1,100.0,112.536003112793,78.4,151.1890235,6689.36777611787,32.026,-0.357944411443807,25.0,18.3285501732824
13851,2013,19310.3874900757,2.78056658954988,4.2,100.0,110.521713256836,80.0,146.2404646,6664.65856902557,31.878,-0.355891802625531,24.5,20.1834298560619
14111,2014,20581.7898991695,-0.10617514652171,4.0,100.0,107.685821533203,84.2,144.352489,6732.36747315611,31.731,-0.262256175097854,25.3,19.6099030463012
14371,2015,17722.1557669523,-0.49232600654737,2.3,100.0,108.18879699707,88.4,144.7940413,6481.64408430242,31.584,0.0655525295417938,28.2,18.1828894022915
14631,2016,18666.3736521706,0.148684907627373,1.8,100.0,111.596199035645,87.2,144.227031,7150.83713966514,31.437,0.0291122255540077,27.2,18.0737047705181
14891,2017,20851.5223496861,3.41723549488054,1.3,100.0,113.249786376953,88.1,144.5430113,7322.84588244582,31.283,0.121070631466687,27.5,19.1114359974009
15151,2018,23618.1361254581,3.43632688420446,1.1,100.0,112.759696960449,89.4,145.5233453,7354.89346637649,31.12,0.348039137980543,28.6,20.0413471641337
15411,2019,24021.2501413306,2.27725931243522,1.4,100.0,112.287200927734,90.2,147.0228833,6987.72626079774,30.949,0.371554389037477,31.3,14.1541399565
15671,2020,23933.9939421065,-0.44453109767983,1.3,100.0,112.527702331543,89.1,144.8567221,7030.34624474059,30.771,0.197559185177642,40.4,10.9145241673323
